strain_id	bgc_id	fam_cluster_id	clan_cluster_id	product_class	top_kcb
SID00522	SID00522_ctg8.region001	ripps3168	ripps3447	bacteriocin	None
SID00522	SID00522_ctg9.region001	nrps3169	nrps10750	NRPS	Koranimine
SID00736	SID00736_ctg0.region001	ripps6639	ripps3447	LAP;bacteriocin	None
SID00736	SID00736_ctg1.region002	terpene6638	terpene7676	terpene	Iturin
SID00736	SID00736_ctg2.region001	terpene6640	terpene7676	terpene	None
SID00736	SID00736_ctg3.region001	others3173	others3580	betalactone	None
SID00736	SID00736_ctg4.region001	pksother6926	pksother3708	T3PKS	None
SID01020	SID01020_ctg0.region002	others7295	others7295	siderophore	None
SID01020	SID01020_ctg1.region001	terpene6399	terpene7676	terpene	Locillomycin
SID01020	SID01020_ctg2.region001	others6397	others3580	phosphonate	None
SID01020	SID01020_ctg3.region002	terpene6525	terpene7676	terpene	Carotenoid
SID01020	SID01020_ctg4.region001	others3179	others3580	NRPS	Staphylococcin C55 alpha / staphylococcin C55 beta
SID01020	SID01020_ctg5.region001	nrps3179	nrps10750	NRPS	Staphylococcin C55 alpha / staphylococcin C55 beta
SID01020	SID01020_ctg6.region001	ripps5983	ripps3447	NRPS	Staphylococcin C55 alpha / staphylococcin C55 beta
SID01020	SID01020_ctg7.region001	nrps6364	nrps10750	NRPS-like	None
SID01020	SID01020_ctg8.region001	pksother6398	pksother6398	T3PKS	None
SID01020	SID01020_ctg9.region001	nrps3182	nrps10750	NRPS	None
SID01020	SID01020_ctg10.region001	terpene7294	terpene7676	terpene	None
SID01020	SID01020_ctg11.region001	nrps3184	nrps10750	NRPS	None
SID00548	SID00548_ctg0.region001	others3263	others3580	hserlactone	None
SID00548	SID00548_ctg1.region001	pksother3231	pksother3708	transAT-PKS-like	None
SID00548	SID00548_ctg2.region002	terpene3359	terpene7676	terpene	Surfactin
SID00548	SID00548_ctg3.region001	ripps2490	ripps3447	bacteriocin	None
SID00548	SID00548_ctg4.region001	others3358	others3580	betalactone	Fengycin
SID00548	SID00548_ctg5.region001	pksother3231	pksother3708	transAT-PKS	Aurantinins B-D
SID00548	SID00548_ctg6.region002	nrps3230	nrps10750	NRPS	None
SID00548	SID00548_ctg7.region001	nrps3198	nrps3198	NRPS	Turnerbactin
SID00548	SID00548_ctg8.region001	others3229	others3580	indole	Violacein
SID00548	SID00548_ctg9.region001	nrps3262	nrps10750	NRPS	Salinichelins
SID00548	SID00548_ctg10.region001	pksnrp3195	pksnrp113	transAT-PKS;NRPS-like	Diaphorin
SID00548	SID00548_ctg11.region001	pksother3195	pksother3708	transAT-PKS;NRPS-like	Diaphorin
SID00548	SID00548_ctg12.region001	nrps3195	nrps10750	transAT-PKS;NRPS-like	Diaphorin
SID01164	SID01164_ctg0.region002	pksother3231	pksother3708	transAT-PKS-like;transAT-PKS	Aurantinins B-D
SID01164	SID01164_ctg1.region001	terpene3359	terpene7676	terpene	Surfactin
SID01164	SID01164_ctg2.region001	nrps3198	nrps3198	NRPS	Turnerbactin
SID01164	SID01164_ctg3.region001	others3263	others3580	hserlactone	None
SID01164	SID01164_ctg4.region001	nrps3262	nrps10750	NRPS	Salinichelins
SID01164	SID01164_ctg5.region001	ripps2490	ripps3447	bacteriocin	None
SID01164	SID01164_ctg6.region001	pksnrp3195	pksnrp113	transAT-PKS;NRPS-like	Oocydin A
SID01164	SID01164_ctg7.region001	pksother3195	pksother3708	transAT-PKS;NRPS-like	Oocydin A
SID01164	SID01164_ctg8.region001	nrps3195	nrps10750	transAT-PKS;NRPS-like	Oocydin A
SID01164	SID01164_ctg9.region001	others3358	others3580	betalactone	Fengycin
SID01164	SID01164_ctg10.region001	others3229	others3580	indole	Violacein
SID01164	SID01164_ctg11.region001	nrps3230	nrps10750	NRPS	None
SID00138	SID00138_ctg0.region001	others3229	others3580	indole	Violacein
SID00138	SID00138_ctg1.region001	others3358	others3580	betalactone	Fengycin
SID00138	SID00138_ctg2.region001	nrps3262	nrps10750	NRPS	Salinichelins
SID00138	SID00138_ctg3.region002	pksother3231	pksother3708	transAT-PKS-like	None
SID00138	SID00138_ctg4.region001	terpene3359	terpene7676	terpene	Surfactin
SID00138	SID00138_ctg5.region001	pksnrp3195	pksnrp113	transAT-PKS;NRPS-like	Diaphorin
SID00138	SID00138_ctg6.region001	pksother3195	pksother3708	transAT-PKS;NRPS-like	Diaphorin
SID00138	SID00138_ctg7.region001	nrps3195	nrps10750	transAT-PKS;NRPS-like	Diaphorin
SID00138	SID00138_ctg8.region001	others3263	others3580	hserlactone	None
SID00138	SID00138_ctg9.region002	pksother3231	pksother3708	transAT-PKS	Aurantinins B-D
SID00138	SID00138_ctg10.region001	nrps3230	nrps10750	NRPS	None
SID00138	SID00138_ctg11.region001	ripps2490	ripps3447	bacteriocin	None
SID00138	SID00138_ctg12.region001	nrps3198	nrps3198	NRPS	Turnerbactin
SID01113	SID01113_ctg0.region001	others3358	others3580	betalactone	Fengycin
SID01113	SID01113_ctg1.region001	nrps3262	nrps10750	NRPS	Vanchrobactin
SID01113	SID01113_ctg2.region001	nrps3198	nrps3198	NRPS	Turnerbactin
SID01113	SID01113_ctg3.region002	pksother3231	pksother3708	transAT-PKS-like;transAT-PKS	Aurantinins B-D
SID01113	SID01113_ctg4.region003	nrps3230	nrps10750	NRPS	None
SID01113	SID01113_ctg5.region001	terpene3359	terpene7676	terpene	Surfactin
SID01113	SID01113_ctg6.region001	others3229	others3580	indole	Violacein
SID01113	SID01113_ctg7.region002	ripps2490	ripps3447	bacteriocin	None
SID01113	SID01113_ctg8.region001	pksnrp3195	pksnrp113	transAT-PKS;NRPS-like	Oocydin A
SID01113	SID01113_ctg9.region001	pksother3195	pksother3708	transAT-PKS;NRPS-like	Oocydin A
SID01113	SID01113_ctg10.region001	nrps3195	nrps10750	transAT-PKS;NRPS-like	Oocydin A
SID00424	SID00424_ctg0.region001	pksnrp3195	pksnrp113	transAT-PKS;NRPS-like	Oocydin A
SID00424	SID00424_ctg1.region001	pksother3195	pksother3708	transAT-PKS;NRPS-like	Oocydin A
SID00424	SID00424_ctg2.region001	nrps3195	nrps10750	transAT-PKS;NRPS-like	Oocydin A
SID00424	SID00424_ctg3.region001	others3358	others3580	betalactone	Fengycin
SID00424	SID00424_ctg4.region001	others3263	others3580	hserlactone	None
SID00424	SID00424_ctg5.region001	others3229	others3580	indole	Violacein
SID00424	SID00424_ctg6.region002	pksother3231	pksother3708	transAT-PKS;transAT-PKS-like	Aurantinins B-D
SID00424	SID00424_ctg7.region001	nrps3230	nrps10750	NRPS	None
SID00424	SID00424_ctg8.region001	ripps2490	ripps3447	bacteriocin	None
SID00424	SID00424_ctg9.region001	terpene3359	terpene7676	terpene	Surfactin
SID00424	SID00424_ctg10.region001	nrps3262	nrps10750	NRPS	Salinichelins
SID00828	SID00828_ctg0.region001	others3358	others3580	betalactone	Fengycin
SID00828	SID00828_ctg1.region001	nrps3230	nrps10750	NRPS	None
SID00828	SID00828_ctg2.region002	pksother3231	pksother3708	transAT-PKS-like	None
SID00828	SID00828_ctg3.region001	terpene3359	terpene7676	terpene	Surfactin
SID00828	SID00828_ctg4.region001	others3263	others3580	hserlactone	None
SID00828	SID00828_ctg5.region001	ripps2490	ripps3447	bacteriocin	None
SID00828	SID00828_ctg6.region001	others3229	others3580	indole	Violacein
SID00828	SID00828_ctg7.region001	pksnrp3195	pksnrp113	transAT-PKS;NRPS-like	Oocydin A
SID00828	SID00828_ctg8.region001	pksother3195	pksother3708	transAT-PKS;NRPS-like	Oocydin A
SID00828	SID00828_ctg9.region001	nrps3195	nrps10750	transAT-PKS;NRPS-like	Oocydin A
SID00828	SID00828_ctg10.region001	nrps3262	nrps10750	NRPS	Salinichelins
SID00828	SID00828_ctg11.region001	nrps3198	nrps3198	NRPS	Turnerbactin
SID00828	SID00828_ctg12.region001	pksother3231	pksother3708	transAT-PKS	Aurantinins B-D
SID00828	SID00828_ctg13.region001	nrps3246	nrps10750	NRPS	Orfamide
SID00828	SID00828_ctg14.region001	nrps3247	nrps10750	NRPS	Nunapeptin / nunamycin
SID00005	SID00005_ctg0.region001	others3229	others3580	indole	Violacein
SID00005	SID00005_ctg1.region001	others3358	others3580	betalactone	Fengycin
SID00005	SID00005_ctg2.region001	nrps3230	nrps10750	NRPS	None
SID00005	SID00005_ctg3.region001	pksnrp3195	pksnrp113	transAT-PKS;NRPS-like	Oocydin A
SID00005	SID00005_ctg4.region001	pksother3195	pksother3708	transAT-PKS;NRPS-like	Oocydin A
SID00005	SID00005_ctg5.region001	nrps3195	nrps10750	transAT-PKS;NRPS-like	Oocydin A
SID00005	SID00005_ctg6.region001	nrps3252	nrps10750	NRPS	Vanchrobactin
SID00005	SID00005_ctg7.region001	nrps3198	nrps3198	NRPS	Turnerbactin
SID00005	SID00005_ctg8.region002	pksother3231	pksother3708	transAT-PKS-like;transAT-PKS	Aurantinins B-D
SID00005	SID00005_ctg9.region001	terpene3359	terpene7676	terpene	Surfactin
SID00005	SID00005_ctg10.region001	others3263	others3580	hserlactone	None
SID00005	SID00005_ctg11.region001	ripps2490	ripps3447	bacteriocin	None
SID00005	SID00005_ctg12.region001	nrps3258	nrps10750	NRPS	None
SID00716	SID00716_ctg0.region001	pksnrp3195	pksnrp113	transAT-PKS;NRPS-like	Oocydin A
SID00716	SID00716_ctg1.region001	pksother3195	pksother3708	transAT-PKS;NRPS-like	Oocydin A
SID00716	SID00716_ctg2.region001	nrps3195	nrps10750	transAT-PKS;NRPS-like	Oocydin A
SID00716	SID00716_ctg3.region001	others3358	others3580	betalactone	Fengycin
SID00716	SID00716_ctg4.region001	pksother3231	pksother3708	transAT-PKS;transAT-PKS-like	Aurantinins B-D
SID00716	SID00716_ctg5.region001	nrps3262	nrps10750	NRPS	Salinichelins
SID00716	SID00716_ctg6.region001	others3263	others3580	hserlactone	None
SID00716	SID00716_ctg7.region001	nrps3198	nrps3198	NRPS	Turnerbactin
SID00716	SID00716_ctg8.region001	others3229	others3580	indole	Violacein
SID00716	SID00716_ctg9.region001	ripps2490	ripps3447	bacteriocin	None
SID00716	SID00716_ctg10.region001	nrps3230	nrps10750	NRPS	None
SID00716	SID00716_ctg11.region001	terpene3359	terpene7676	terpene	Surfactin
SID00696	SID00696_ctg0.region001	nrps9582	nrps9582	NRPS	None
SID00696	SID00696_ctg1.region001	ripps6125	ripps6125	thiopeptide	O-antigen
SID00696	SID00696_ctg2.region001	others10109	others9962	arylpolyene	APE Ec
SID00815	SID00815_ctg0.region001	others1591	others3580	resorcinol	Flexirubin
SID00815	SID00815_ctg1.region001	ripps1590	ripps3447	bacteriocin	None
SID00815	SID00815_ctg2.region001	pksother3274	pksother3708	hglE-KS	None
SID00815	SID00815_ctg3.region002	ripps1598	ripps3447	microviridin	None
SID00815	SID00815_ctg4.region001	others3276	others3580	siderophore	Desferrioxamine E
SID00815	SID00815_ctg5.region002	terpene3279	terpene7676	terpene	Carotenoid
SID00974	SID00974_ctg0.region001	ripps1590	ripps3447	bacteriocin	None
SID00974	SID00974_ctg1.region001	terpene3279	terpene7676	terpene	Carotenoid
SID00974	SID00974_ctg2.region001	ripps3280	ripps3447	lanthipeptide	None
SID00974	SID00974_ctg3.region001	pksother3281	pksother3708	T1PKS	None
SID00974	SID00974_ctg4.region001	ripps1598	ripps3447	microviridin	None
SID00974	SID00974_ctg5.region001	others1591	others3580	arylpolyene	Flexirubin
SID00631	SID00631_ctg0.region001	nrps9684	nrps9684	NRPS	Turnerbactin
SID00631	SID00631_ctg1.region001	others10110	others3580	hserlactone	None
SID00631	SID00631_ctg2.region001	pksnrp3286	pksnrp113	NRPS;T1PKS	Saquayamycin
SID00631	SID00631_ctg3.region001	pksother3286	pksother3708	NRPS;T1PKS	Saquayamycin
SID00631	SID00631_ctg4.region001	nrps3286	nrps10750	NRPS;T1PKS	Saquayamycin
SID00631	SID00631_ctg5.region001	ripps6125	ripps6125	thiopeptide	O-antigen
SID00631	SID00631_ctg6.region001	others10111	others3580	siderophore	Aerobactin
SID00631	SID00631_ctg7.region001	others10109	others9962	arylpolyene	APE Ec
SID00497	SID00497_ctg0.region001	others3981	others2545	betalactone	Fengycin
SID00497	SID00497_ctg1.region002	ripps3291	ripps3447	bacteriocin	None
SID00497	SID00497_ctg2.region001	terpene2537	terpene2537	terpene	Molybdenum cofactor
SID00497	SID00497_ctg3.region001	nrps4051	nrps4051	NRPS-like	None
SID00497	SID00497_ctg4.region001	ripps4431	ripps4090	LAP;bacteriocin	None
SID00497	SID00497_ctg5.region001	ripps3295	ripps3447	bacteriocin	None
SID00497	SID00497_ctg6.region001	others9203	others2542	siderophore	Petrobactin
SID00497	SID00497_ctg7.region001	ripps3297	ripps3447	bacteriocin	None
SID00323	SID00323_ctg0.region001	ripps3467	ripps3447	lanthipeptide	Thuricin
SID00323	SID00323_ctg1.region001	others2495	others2542	siderophore	Petrobactin
SID00323	SID00323_ctg2.region001	others3981	others2545	betalactone	Fengycin
SID00323	SID00323_ctg3.region001	nrps4050	nrps4089	NRPS	Bacillibactin
SID00323	SID00323_ctg4.region001	nrps3014	nrps11633	NRPS	None
SID00323	SID00323_ctg5.region001	ripps8957	ripps8957	lassopeptide	Paeninodin
SID00323	SID00323_ctg6.region002	terpene2537	terpene2537	terpene	Molybdenum cofactor
SID00323	SID00323_ctg7.region001	ripps2504	ripps4090	LAP;bacteriocin	None
SID00323	SID00323_ctg8.region001	ripps3390	ripps3447	bacteriocin	None
SID00323	SID00323_ctg9.region001	nrps4051	nrps4051	NRPS-like	None
SID00323	SID00323_ctg10.region001	ripps2497	ripps3447	bacteriocin	None
SID01026	SID01026_ctg0.region001	others3309	others3580	arylpolyene;resorcinol	Flexirubin
SID01026	SID01026_ctg1.region001	terpene3310	terpene7676	terpene	Carotenoid
SID00595	SID00595_ctg0.region001	ripps9197	ripps4090	bacteriocin;LAP	None
SID00595	SID00595_ctg1.region001	nrps4051	nrps4051	NRPS-like	None
SID00595	SID00595_ctg2.region001	nrps2543	nrps4089	NRPS	Bacillibactin
SID00595	SID00595_ctg3.region001	nrps9204	nrps11633	NRPS	None
SID00595	SID00595_ctg4.region001	ripps2539	ripps2539	bacteriocin	None
SID00595	SID00595_ctg5.region001	others9203	others2542	siderophore	Petrobactin
SID00595	SID00595_ctg6.region001	terpene2537	terpene2537	terpene	Molybdenum cofactor
SID00595	SID00595_ctg7.region001	ripps2104	ripps3447	sactipeptide	None
SID00595	SID00595_ctg8.region001	ripps3319	ripps3447	bacteriocin	None
SID00595	SID00595_ctg9.region001	nrps9196	nrps9196	NRPS	None
SID00595	SID00595_ctg10.region001	others9471	others3580	ladderane	S-layer glycan
SID00595	SID00595_ctg11.region001	others3981	others2545	betalactone	Fengycin
SID01207	SID01207_ctg0.region001	ripps2504	ripps4090	LAP;bacteriocin	None
SID01207	SID01207_ctg1.region001	nrps4051	nrps4051	NRPS-like	None
SID01207	SID01207_ctg2.region001	ripps3467	ripps3447	lanthipeptide	Thuricin
SID01207	SID01207_ctg3.region001	nrps4050	nrps4089	NRPS	Bacillibactin
SID01207	SID01207_ctg4.region002	nrps3014	nrps11633	NRPS	None
SID01207	SID01207_ctg5.region001	ripps2497	ripps3447	bacteriocin	None
SID01207	SID01207_ctg6.region001	others2495	others2542	siderophore	Petrobactin
SID01207	SID01207_ctg7.region002	ripps8957	ripps8957	lassopeptide	Paeninodin
SID01207	SID01207_ctg8.region001	terpene2537	terpene2537	terpene	Molybdenum cofactor
SID01207	SID01207_ctg9.region001	others3981	others2545	betalactone	Fengycin
SID01207	SID01207_ctg10.region001	ripps3390	ripps3447	bacteriocin	None
SID01178	SID01178_ctg0.region001	ripps4045	ripps4090	thiopeptide;bacteriocin;LAP	None
SID01178	SID01178_ctg1.region001	nrps7199	nrps10750	NRPS	None
SID01178	SID01178_ctg2.region001	ripps9246	ripps3447	lassopeptide	Paeninodin
SID01178	SID01178_ctg3.region001	ripps9247	ripps3447	lanthipeptide	None
SID01178	SID01178_ctg4.region001	pksnrp2334	pksnrp113	NRPS;transAT-PKS	Zwittermycin A
SID01178	SID01178_ctg5.region001	pksother2334	pksother3708	NRPS;transAT-PKS	Zwittermycin A
SID01178	SID01178_ctg6.region001	nrps2334	nrps10750	NRPS;transAT-PKS	Zwittermycin A
SID01178	SID01178_ctg7.region001	ripps3409	ripps3447	lanthipeptide	None
SID01178	SID01178_ctg8.region001	others3981	others2545	betalactone	Fengycin
SID01178	SID01178_ctg9.region001	terpene3415	terpene2537	terpene	None
SID01178	SID01178_ctg10.region001	nrps2340	nrps4089	NRPS	Bacillibactin
SID01178	SID01178_ctg11.region001	nrps9343	nrps10750	NRPS	None
SID01178	SID01178_ctg12.region001	nrps2343	nrps10750	NRPS	Puwainaphycins
SID01178	SID01178_ctg13.region001	nrps3423	nrps10750	NRPS	None
SID01178	SID01178_ctg14.region001	nrps7202	nrps10750	NRPS	None
SID01178	SID01178_ctg15.region001	nrps3422	nrps10750	NRPS	None
SID00064	SID00064_ctg0.region001	terpene2537	terpene2537	terpene	None
SID00064	SID00064_ctg1.region001	ripps9197	ripps4090	bacteriocin;LAP	None
SID00064	SID00064_ctg2.region001	ripps3350	ripps3447	lanthipeptide	None
SID00064	SID00064_ctg3.region002	ripps9247	ripps3447	lanthipeptide	None
SID00064	SID00064_ctg4.region001	nrps4050	nrps4089	NRPS	Bacillibactin
SID00064	SID00064_ctg5.region001	others4095	others2542	siderophore	Petrobactin
SID00064	SID00064_ctg6.region001	others3981	others2545	betalactone	Fengycin
SID00064	SID00064_ctg7.region001	ripps8957	ripps8957	lassopeptide	Paeninodin
SID00064	SID00064_ctg8.region001	ripps8990	ripps3447	bacteriocin	None
SID00523	SID00523_ctg0.region001	nrps3262	nrps10750	NRPS	Salinichelins
SID00523	SID00523_ctg1.region001	others3358	others3580	betalactone	Fengycin
SID00523	SID00523_ctg2.region002	pksother3231	pksother3708	transAT-PKS-like;transAT-PKS	Sorangicin
SID00523	SID00523_ctg3.region003	nrps3361	nrps10750	NRPS	None
SID00523	SID00523_ctg4.region001	terpene3359	terpene7676	terpene	Surfactin
SID00523	SID00523_ctg5.region001	nrps3198	nrps3198	NRPS	Turnerbactin
SID00523	SID00523_ctg6.region001	others3263	others3580	hserlactone	None
SID00523	SID00523_ctg7.region001	others3229	others3580	indole	Violacein
SID00523	SID00523_ctg8.region002	ripps2490	ripps3447	bacteriocin	None
SID00523	SID00523_ctg9.region001	pksnrp3195	pksnrp113	transAT-PKS;NRPS-like	Oocydin A
SID00523	SID00523_ctg10.region001	pksother3195	pksother3708	transAT-PKS;NRPS-like	Oocydin A
SID00523	SID00523_ctg11.region001	nrps3195	nrps10750	transAT-PKS;NRPS-like	Oocydin A
SID00523	SID00523_ctg12.region001	nrps3367	nrps10750	NRPS	Rhizomide A / rhizomide B / rhizomide C
SID00523	SID00523_ctg13.region001	nrps3368	nrps10750	NRPS	Rhizomide A / rhizomide B / rhizomide C
SID00523	SID00523_ctg14.region001	nrps3368	nrps10750	NRPS	Rhizomide A / rhizomide B / rhizomide C
SID00093	SID00093_ctg0.region001	ripps4431	ripps4090	LAP;bacteriocin	None
SID00093	SID00093_ctg1.region001	ripps9262	ripps3447	bacteriocin	None
SID00093	SID00093_ctg2.region001	nrps4051	nrps4051	NRPS-like	None
SID00093	SID00093_ctg3.region004	others3981	others2545	betalactone	Fengycin
SID00093	SID00093_ctg4.region001	nrps11633	nrps11633	NRPS	None
SID00093	SID00093_ctg5.region005	nrps9196	nrps9196	NRPS	None
SID00093	SID00093_ctg6.region002	ripps2539	ripps2539	bacteriocin	None
SID00093	SID00093_ctg7.region003	ripps2935	ripps9070	bacteriocin	None
SID00093	SID00093_ctg8.region001	nrps4050	nrps4089	NRPS	Bacillibactin
SID00093	SID00093_ctg9.region001	terpene2537	terpene2537	terpene	Molybdenum cofactor
SID00093	SID00093_ctg10.region001	others3380	others3580	NRPS;arylpolyene	None
SID00093	SID00093_ctg11.region001	nrps3380	nrps10750	NRPS;arylpolyene	None
SID00093	SID00093_ctg12.region001	others3381	others3580	CDPS	None
SID00093	SID00093_ctg13.region001	others9203	others2542	siderophore	Petrobactin
SID00083	SID00083_ctg0.region001	ripps2504	ripps4090	LAP;bacteriocin	None
SID00083	SID00083_ctg1.region001	nrps4051	nrps4051	NRPS-like	None
SID00083	SID00083_ctg2.region001	ripps8957	ripps8957	lassopeptide	Paeninodin
SID00083	SID00083_ctg3.region002	terpene2537	terpene2537	terpene	Molybdenum cofactor
SID00083	SID00083_ctg4.region001	nrps3014	nrps11633	NRPS	None
SID00083	SID00083_ctg5.region002	ripps2497	ripps3447	bacteriocin	None
SID00083	SID00083_ctg6.region001	others2495	others2542	siderophore	Petrobactin
SID00083	SID00083_ctg7.region001	ripps3390	ripps3447	bacteriocin	None
SID00083	SID00083_ctg8.region001	ripps3467	ripps3447	lanthipeptide	Thuricin
SID00083	SID00083_ctg9.region001	nrps4050	nrps4089	NRPS	Bacillibactin
SID00083	SID00083_ctg10.region001	others3981	others2545	betalactone	Fengycin
SID00083	SID00083_ctg11.region002	ripps9070	ripps9070	bacteriocin	None
SID00611	SID00611_ctg0.region001	others7066	others3580	betalactone	Fengycin
SID00611	SID00611_ctg1.region001	pksother3396	pksother3708	thiopeptide;LAP	None
SID00611	SID00611_ctg2.region001	others3396	others3580	thiopeptide;LAP	None
SID00611	SID00611_ctg3.region001	ripps3396	ripps3447	thiopeptide;LAP	None
SID00611	SID00611_ctg4.region001	terpene7190	terpene7676	terpene	None
SID00611	SID00611_ctg5.region001	ripps10911	ripps3447	bacteriocin	None
SID00797	SID00797_ctg0.region002	others7677	others3580	other	Bacilysin
SID00797	SID00797_ctg1.region001	ripps3457	ripps3447	bacteriocin	None
SID00797	SID00797_ctg2.region001	others8179	others3580	betalactone	Fengycin
SID00797	SID00797_ctg3.region001	pksnrp3702	pksnrp113	NRPS;T1PKS	Zwittermycin A
SID00797	SID00797_ctg4.region001	pksother3702	pksother3708	NRPS;T1PKS	Zwittermycin A
SID00797	SID00797_ctg5.region001	nrps3702	nrps10750	NRPS;T1PKS	Zwittermycin A
SID00797	SID00797_ctg6.region001	nrps8061	nrps8061	NRPS	Lichenysin
SID00797	SID00797_ctg7.region001	pksother8188	pksother3708	T3PKS	None
SID00797	SID00797_ctg8.region002	terpene8191	terpene7676	terpene	None
SID00797	SID00797_ctg9.region001	others7676	others3580	siderophore	Carotenoid
SID00797	SID00797_ctg10.region001	terpene7676	terpene7676	siderophore	Carotenoid
SID00797	SID00797_ctg11.region001	nrps7678	nrps7678	NRPS	Lichenysin
SID00797	SID00797_ctg12.region001	nrps7930	nrps7930	NRPS	Surfactin
SID00128	SID00128_ctg0.region001	ripps3409	ripps3447	lanthipeptide	None
SID00128	SID00128_ctg1.region001	ripps9246	ripps3447	lassopeptide	Paeninodin
SID00128	SID00128_ctg2.region001	ripps9247	ripps3447	lanthipeptide	None
SID00128	SID00128_ctg3.region001	others3981	others2545	betalactone	Fengycin
SID00128	SID00128_ctg4.region002	ripps7174	ripps3447	bacteriocin	None
SID00128	SID00128_ctg5.region001	nrps4050	nrps4089	NRPS	Bacillibactin
SID00128	SID00128_ctg6.region001	terpene3415	terpene2537	terpene	None
SID00128	SID00128_ctg7.region001	nrps7199	nrps10750	NRPS	WS9326
SID00128	SID00128_ctg8.region001	ripps4045	ripps4090	LAP;thiopeptide;bacteriocin	None
SID00128	SID00128_ctg9.region001	nrps9343	nrps10750	NRPS	None
SID00128	SID00128_ctg10.region001	pksnrp2334	pksnrp113	NRPS;transAT-PKS	Zwittermycin A
SID00128	SID00128_ctg11.region001	nrps2334	nrps10750	NRPS;transAT-PKS	Zwittermycin A
SID00128	SID00128_ctg12.region001	pksother2334	pksother3708	NRPS;transAT-PKS	Zwittermycin A
SID00128	SID00128_ctg13.region001	nrps2343	nrps10750	NRPS	Puwainaphycins
SID00128	SID00128_ctg14.region001	nrps4089	nrps4089	NRPS	None
SID00128	SID00128_ctg15.region001	nrps3422	nrps10750	NRPS	Cyanopeptolin
SID00128	SID00128_ctg16.region001	nrps3423	nrps10750	NRPS	None
SID00128	SID00128_ctg17.region001	nrps7202	nrps10750	NRPS	None
SID01099	SID01099_ctg0.region001	nrps8061	nrps8061	NRPS	Lichenysin
SID01099	SID01099_ctg1.region001	others7677	others3580	other	Bacilysin
SID01099	SID01099_ctg2.region001	ripps3427	ripps3447	head_to_tail	Sporulation killing factor skfA
SID01099	SID01099_ctg3.region001	pksother8188	pksother3708	T3PKS	None
SID01099	SID01099_ctg4.region001	terpene8191	terpene7676	terpene	None
SID01099	SID01099_ctg5.region001	nrps7678	nrps7678	NRPS	Surfactin
SID01099	SID01099_ctg6.region001	ripps3447	ripps3447	bacteriocin	None
SID01099	SID01099_ctg7.region001	others7676	others3580	terpene	Carotenoid
SID01099	SID01099_ctg8.region001	terpene8182	terpene7676	terpene	Carotenoid
SID01099	SID01099_ctg9.region001	nrps3455	nrps3455	NRPS	Surfactin
SID01099	SID01099_ctg10.region001	others8179	others3580	betalactone	Fengycin
SID01099	SID01099_ctg11.region001	nrps3736	nrps10750	NRPS-like	None
SID00943	SID00943_ctg0.region001	ripps9197	ripps4090	bacteriocin;LAP	None
SID00943	SID00943_ctg1.region001	others4095	others2542	siderophore	Petrobactin
SID00943	SID00943_ctg2.region001	others3981	others2545	betalactone	Fengycin
SID00943	SID00943_ctg3.region003	ripps2539	ripps2539	bacteriocin	None
SID00943	SID00943_ctg4.region002	ripps2935	ripps9070	bacteriocin	None
SID00943	SID00943_ctg5.region001	terpene4091	terpene2537	terpene	Molybdenum cofactor
SID00943	SID00943_ctg6.region001	nrps2543	nrps4089	NRPS	Bacillibactin
SID00943	SID00943_ctg7.region001	ripps3443	ripps3447	bacteriocin	None
SID00943	SID00943_ctg8.region001	ripps9334	ripps8957	lassopeptide	Paeninodin
SID00617	SID00617_ctg0.region001	others7677	others3580	other	Bacilysin
SID00617	SID00617_ctg1.region001	nrps8061	nrps8061	NRPS	Lichenysin
SID00617	SID00617_ctg2.region001	ripps3447	ripps3447	bacteriocin	None
SID00617	SID00617_ctg3.region001	terpene8191	terpene7676	terpene	None
SID00617	SID00617_ctg4.region001	others7676	others3580	terpene	Carotenoid
SID00617	SID00617_ctg5.region001	terpene7676	terpene7676	terpene	Carotenoid
SID00617	SID00617_ctg6.region001	pksother8188	pksother3708	T3PKS	None
SID00617	SID00617_ctg7.region001	others8179	others3580	betalactone	Fengycin
SID00617	SID00617_ctg8.region001	ripps7679	ripps3447	bacteriocin	None
SID00617	SID00617_ctg9.region001	nrps11250	nrps11250	NRPS	Surfactin
SID00617	SID00617_ctg10.region001	others3454	others3454	betalactone	None
SID00617	SID00617_ctg11.region001	nrps3455	nrps3455	NRPS	Surfactin
SID01005	SID01005_ctg0.region001	others7677	others3580	other	Bacilysin
SID01005	SID01005_ctg1.region002	ripps3457	ripps3447	bacteriocin	None
SID01005	SID01005_ctg2.region001	others7676	others3580	siderophore	Carotenoid
SID01005	SID01005_ctg3.region001	terpene7676	terpene7676	siderophore	Carotenoid
SID01005	SID01005_ctg4.region001	nrps7678	nrps7678	NRPS	Lichenysin
SID01005	SID01005_ctg5.region001	others3454	others3454	betalactone	None
SID01005	SID01005_ctg6.region001	pksnrp3702	pksnrp113	NRPS;T1PKS	Zwittermycin A
SID01005	SID01005_ctg7.region001	pksother3702	pksother3708	NRPS;T1PKS	Zwittermycin A
SID01005	SID01005_ctg8.region001	nrps3702	nrps10750	NRPS;T1PKS	Zwittermycin A
SID01005	SID01005_ctg9.region002	pksother8188	pksother3708	T3PKS	None
SID01005	SID01005_ctg10.region001	terpene8191	terpene7676	terpene	None
SID01005	SID01005_ctg11.region001	nrps3455	nrps3455	NRPS	Surfactin
